日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20170525,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9228.18,9284.84,9185.56,9251.08,9.73,0.11,501.78,101.70,100
20170526,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9250.89,9268.74,9199.52,9229.83,-21.25,-0.23,493.75,99.35,100
20170531,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9268.95,9299.51,9195.60,9234.16,4.33,0.05,569.15,116.08,100
20170601,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9218.23,9256.67,9193.98,9222.96,-11.20,-0.12,538.44,112.13,100
20170602,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9200.67,9216.83,9097.25,9200.49,-22.47,-0.24,530.83,108.93,100
20170605,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9192.14,9201.80,9150.22,9161.27,-39.21,-0.43,445.22,91.90,100
20170606,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9149.24,9209.21,9142.49,9208.91,47.63,0.52,377.60,75.78,100
20170607,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9213.89,9364.22,9212.14,9363.20,154.29,1.68,621.05,132.79,100
20170608,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9359.38,9455.76,9353.26,9447.97,84.77,0.91,522.90,128.95,100
20170609,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9448.91,9471.27,9424.52,9460.18,12.21,0.13,537.44,119.94,100
20170612,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9439.57,9555.64,9423.66,9473.39,13.21,0.14,584.34,141.85,100
20170613,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9465.38,9527.74,9463.30,9525.55,52.16,0.55,505.91,111.19,100
20170614,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9510.95,9513.70,9426.96,9445.73,-79.82,-0.84,459.07,107.99,100
20170615,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9430.80,9476.19,9380.95,9458.44,12.70,0.13,518.69,113.29,100
20170616,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9446.77,9459.60,9410.82,9435.27,-23.17,-0.24,414.90,92.93,100
20170619,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9429.38,9477.74,9423.51,9476.74,41.47,0.44,458.73,98.24,100
20170620,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9477.81,9492.88,9418.40,9423.79,-52.95,-0.56,477.20,106.04,100
20170621,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9446.97,9529.08,9410.14,9529.08,105.29,1.12,519.78,125.01,100
20170622,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9521.47,9552.97,9416.37,9420.32,-108.76,-1.14,684.13,160.48,100
20170623,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9397.91,9497.75,9359.60,9497.22,76.91,0.82,624.66,142.46,100
20170626,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9515.45,9632.86,9511.93,9629.58,132.36,1.39,709.67,167.24,100
20170627,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9625.65,9665.07,9620.66,9660.68,31.10,0.32,593.19,132.47,100
20170628,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9640.47,9640.69,9560.90,9574.07,-86.62,-0.90,526.92,118.67,100
20170629,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9568.43,9632.78,9567.61,9632.78,58.71,0.61,543.14,119.45,100
20170630,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9609.17,9671.00,9587.91,9669.62,36.84,0.38,530.69,116.88,100
20170703,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9681.44,9706.75,9647.66,9661.93,-7.69,-0.08,570.30,135.60,100
20170704,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9644.44,9644.44,9547.35,9563.80,-98.13,-1.02,559.45,133.42,100
20170705,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9543.46,9610.56,9528.22,9609.02,45.22,0.47,574.72,138.82,100
20170706,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9599.19,9601.15,9461.16,9524.94,-84.08,-0.87,659.37,155.65,100
20170707,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9501.54,9501.54,9445.04,9479.07,-45.88,-0.48,522.07,111.55,100
20170710,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9457.32,9457.32,9383.70,9415.36,-63.71,-0.67,648.58,137.81,100
20170711,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9403.25,9440.53,9386.87,9391.92,-23.44,-0.25,579.51,122.11,100
20170712,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9383.88,9393.22,9264.58,9312.04,-79.88,-0.85,601.92,125.06,100
20170713,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9338.48,9365.28,9310.48,9363.85,51.81,0.56,631.06,132.64,100
20170714,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9343.02,9343.02,9297.09,9315.11,-48.74,-0.52,516.15,108.25,100
20170717,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9270.85,9270.85,8967.25,9057.44,-257.66,-2.77,809.94,161.04,100
20170718,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9011.27,9061.81,8947.66,9029.00,-28.44,-0.31,645.05,126.79,100
20170719,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9018.07,9126.09,8997.36,9116.95,87.94,0.97,610.91,120.60,100
20170720,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9114.06,9152.33,9104.55,9137.95,21.01,0.23,547.51,113.44,100
20170721,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9128.87,9133.46,9100.32,9108.69,-29.27,-0.32,452.50,92.87,100
20170724,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9102.11,9129.71,9085.38,9120.88,12.20,0.13,536.52,106.02,100
20170725,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9121.52,9165.04,9095.12,9106.26,-14.62,-0.16,512.36,106.32,100
20170726,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9102.94,9105.26,8986.15,9012.48,-93.78,-1.03,457.81,97.10,100
20170727,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9015.82,9088.69,8954.75,9086.19,73.70,0.82,650.60,122.40,100
20170728,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9079.04,9118.68,9070.08,9099.68,13.50,0.15,476.36,93.81,100
20170731,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9105.86,9163.28,9088.43,9154.51,54.82,0.60,619.07,119.15,100
20170801,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9148.82,9166.82,9114.78,9155.62,1.11,0.01,611.55,114.02,100
20170802,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9155.24,9157.61,9074.38,9080.19,-75.43,-0.82,534.97,99.64,100
20170803,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9071.60,9095.46,9038.28,9053.86,-26.33,-0.29,471.04,92.10,100
20170804,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9048.29,9061.68,9012.67,9017.10,-36.77,-0.41,503.55,92.78,100
20170807,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9029.77,9113.00,9029.77,9111.82,94.72,1.05,623.66,112.52,100
20170808,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9114.03,9162.03,9096.70,9150.04,38.22,0.42,578.78,108.13,100
20170809,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9154.87,9286.88,9143.71,9274.44,124.40,1.36,650.04,128.10,100
20170810,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9264.26,9298.43,9176.89,9251.42,-23.02,-0.25,726.10,134.75,100
20170811,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9213.11,9280.21,9187.47,9211.23,-40.19,-0.43,668.82,128.78,100
20170814,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9213.76,9347.42,9213.76,9335.94,124.70,1.35,562.93,118.96,100
20170815,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9335.13,9352.77,9279.49,9318.40,-17.54,-0.19,525.99,107.51,100
20170816,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9312.12,9332.72,9275.54,9323.53,5.13,0.06,624.02,123.67,100
20170817,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9319.05,9343.76,9308.78,9340.87,17.34,0.19,606.60,111.09,100
20170818,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9321.47,9371.23,9304.40,9353.20,12.33,0.13,603.48,124.88,100
20170821,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9357.14,9412.02,9357.14,9412.02,58.82,0.63,566.83,116.35,100
20170822,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9408.92,9422.10,9374.17,9383.81,-28.22,-0.30,548.53,109.54,100
20170823,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9373.91,9386.59,9330.08,9335.73,-48.08,-0.51,431.74,88.88,100
20170824,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9334.67,9346.50,9248.21,9269.66,-66.07,-0.71,644.29,101.68,100
20170825,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9266.49,9338.73,9261.90,9320.62,50.96,0.55,613.58,102.35,100
20170828,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9329.88,9395.25,9329.88,9373.05,52.43,0.56,755.58,149.28,100
20170829,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9379.23,9382.50,9312.07,9325.36,-47.69,-0.51,663.32,132.08,100
20170830,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9329.97,9354.53,9325.67,9345.80,20.44,0.22,613.87,124.90,100
20170831,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9343.86,9371.50,9282.39,9342.22,-3.58,-0.04,620.87,129.25,100
20170901,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9347.24,9373.19,9340.67,9370.29,28.08,0.30,750.80,140.93,100
20170904,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9365.64,9423.18,9339.10,9423.03,52.73,0.56,725.39,138.07,100
20170905,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9417.95,9480.18,9409.53,9475.00,51.97,0.55,718.56,137.71,100
20170906,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9459.18,9460.72,9426.39,9451.45,-23.55,-0.25,635.62,124.12,100
20170907,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9450.32,9488.04,9436.65,9448.52,-2.92,-0.03,731.85,135.76,100
20170908,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9445.56,9534.89,9435.71,9489.78,41.26,0.44,706.02,139.34,100
20170911,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9479.47,9481.06,9421.58,9442.49,-47.29,-0.50,728.02,143.18,100
20170912,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9436.13,9438.58,9400.30,9425.83,-16.65,-0.18,778.45,150.65,100
20170913,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9420.96,9457.21,9413.89,9455.82,29.98,0.32,605.22,113.45,100
20170914,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9453.84,9478.05,9429.60,9460.74,4.92,0.05,710.50,139.48,100
20170915,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9452.53,9468.21,9434.51,9466.74,6.00,0.06,623.49,124.68,100
20170918,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9467.86,9522.68,9467.62,9516.24,49.50,0.52,627.34,130.87,100
20170919,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9525.61,9539.86,9468.13,9489.78,-26.46,-0.28,592.20,122.55,100
20170920,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9484.95,9518.50,9477.17,9515.33,25.55,0.27,594.35,118.45,100
20170921,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9507.90,9516.24,9462.62,9464.76,-50.57,-0.53,611.66,118.97,100
20170922,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9449.15,9461.76,9426.91,9450.65,-14.11,-0.15,529.84,104.96,100
20170925,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9452.13,9538.97,9448.11,9521.97,71.32,0.75,759.08,153.27,100
20170926,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9510.05,9530.04,9462.08,9497.89,-24.08,-0.25,600.92,111.88,100
20170927,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9506.75,9523.28,9488.34,9496.63,-1.26,-0.01,474.45,97.80,100
20170928,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9502.66,9557.38,9491.15,9556.13,59.50,0.63,519.35,114.70,100
20170929,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9565.99,9632.24,9565.97,9587.43,31.30,0.33,516.91,115.54,100
20171009,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9676.64,9743.74,9673.74,9708.72,121.29,1.27,720.79,160.23,100
20171010,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9719.22,9894.41,9717.52,9893.53,184.81,1.90,1323.65,261.19,100
20171011,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9927.95,10049.41,9927.95,9962.09,68.56,0.69,1319.98,274.08,100
20171012,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9960.97,10000.79,9929.52,9968.97,6.88,0.07,838.87,165.49,100
20171013,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9974.25,10018.20,9951.89,9983.34,14.37,0.14,817.04,161.66,100
20171016,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9978.51,9979.75,9872.90,9893.34,-90.00,-0.90,832.43,167.64,100
20171017,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9883.85,9924.64,9853.01,9923.74,30.40,0.31,564.86,117.23,100
20171018,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9927.22,10052.88,9922.69,10044.49,120.75,1.22,780.48,176.11,100
20171019,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10046.47,10172.71,10039.85,10136.83,92.35,0.92,905.20,208.56,100
20171020,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10116.52,10116.52,10055.25,10102.27,-34.57,-0.34,608.86,136.90,100
20171023,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10112.91,10250.21,10106.57,10247.66,145.39,1.44,834.29,187.41,100
20171024,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10245.82,10280.37,10226.16,10276.85,29.19,0.28,823.26,188.62,100
20171025,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10264.47,10395.48,10258.80,10394.13,117.28,1.14,790.46,185.74,100
20171026,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10357.34,10444.62,10288.11,10311.16,-82.97,-0.80,976.25,230.63,100
20171027,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10316.64,10334.74,10265.96,10334.74,23.57,0.23,778.68,181.19,100
20171030,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10341.99,10366.68,10129.07,10264.18,-70.56,-0.68,978.22,227.64,100
20171031,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10223.02,10255.75,10177.33,10249.56,-14.62,-0.14,774.67,186.16,100
20171101,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10264.41,10302.00,10207.65,10233.47,-16.08,-0.16,751.47,184.04,100
20171102,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10219.52,10256.85,10176.33,10251.03,17.56,0.17,717.84,170.06,100
20171103,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10245.69,10300.04,10230.10,10263.87,12.84,0.13,761.75,180.04,100
20171106,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10260.89,10595.18,10223.94,10571.22,307.35,2.99,1024.76,255.11,100
20171107,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10563.25,10644.65,10467.03,10541.12,-30.09,-0.28,1051.83,268.32,100
20171108,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10524.09,10546.55,10398.29,10421.25,-119.87,-1.14,971.38,247.17,100
20171109,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10398.57,10494.34,10358.34,10493.42,72.17,0.69,842.52,203.80,100
20171110,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10484.53,10556.66,10462.34,10554.10,60.68,0.58,1017.05,240.31,100
20171113,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10551.00,10591.05,10511.48,10558.96,4.87,0.05,1083.09,260.76,100
20171114,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10560.09,10576.72,10394.84,10417.23,-141.74,-1.34,1014.57,253.19,100
20171115,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10402.99,10455.09,10342.94,10426.36,9.13,0.09,849.13,205.59,100
20171116,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10409.71,10603.12,10406.61,10598.24,171.88,1.65,904.64,223.28,100
20171117,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10577.05,10585.10,10399.98,10408.12,-190.12,-1.79,1063.16,240.91,100
20171120,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10346.18,10508.94,10194.12,10508.94,100.82,0.97,883.76,210.15,100
20171121,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10482.88,10606.67,10456.34,10531.40,22.46,0.21,947.33,233.41,100
20171122,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10552.57,10581.35,10371.99,10440.94,-90.45,-0.86,907.94,225.77,100
20171123,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10419.52,10419.52,10074.26,10079.42,-361.52,-3.46,915.95,227.98,100
20171124,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10030.96,10132.05,9997.79,10088.27,8.85,0.09,771.84,170.59,100
20171127,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10071.75,10072.23,9956.07,9961.59,-126.68,-1.26,636.58,142.59,100
20171128,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9951.42,10069.12,9951.42,10068.13,106.54,1.07,558.12,127.99,100
20171129,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10077.92,10097.55,9919.68,9970.44,-97.69,-0.97,702.17,155.99,100
20171130,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9948.30,10017.07,9904.04,9935.04,-35.39,-0.35,619.84,135.42,100
20171201,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9953.71,10057.04,9946.52,10019.73,84.69,0.85,602.10,132.73,100
20171204,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10000.30,10094.43,9987.36,10041.79,22.06,0.22,641.22,151.36,100
20171205,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10038.01,10072.01,9937.88,9971.60,-70.19,-0.70,690.86,150.86,100
20171206,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9956.11,10025.50,9873.10,10002.12,30.52,0.31,576.84,124.72,100
20171207,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10008.23,10011.75,9943.34,9963.51,-38.62,-0.39,493.54,110.93,100
20171208,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,9956.41,10043.87,9944.51,10036.20,72.70,0.73,540.30,123.47,100
20171211,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10044.65,10280.91,10044.19,10280.91,244.71,2.44,714.37,200.74,100
20171212,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10289.00,10296.78,10213.88,10214.99,-65.92,-0.64,592.27,157.24,100
20171213,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10211.87,10282.00,10199.20,10279.93,64.94,0.64,474.41,132.94,100
20171214,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10283.86,10299.10,10239.10,10271.90,-8.03,-0.08,529.89,148.16,100
20171215,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10268.09,10294.54,10145.32,10158.59,-113.31,-1.10,577.72,147.94,100
20171218,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10145.67,10195.90,10046.06,10093.91,-64.67,-0.64,534.18,138.33,100
20171219,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10104.71,10199.00,10103.61,10197.90,103.99,1.03,485.44,128.47,100
20171220,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10223.07,10235.33,10177.34,10202.07,4.16,0.04,559.53,139.06,100
20171221,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10192.68,10345.08,10147.54,10320.45,118.38,1.16,671.05,173.33,100
20171222,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10327.50,10382.75,10327.50,10339.16,18.71,0.18,559.22,152.22,100
20171225,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10341.18,10388.39,10273.82,10321.98,-17.18,-0.17,644.15,162.07,100
20171226,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10322.25,10324.14,10226.11,10294.55,-27.43,-0.27,590.73,153.67,100
20171227,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10288.36,10288.85,10114.76,10126.02,-168.53,-1.64,564.10,148.73,100
20171228,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10122.56,10202.06,10096.27,10175.91,49.89,0.49,578.30,143.88,100
20171229,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10185.28,10269.37,10175.67,10269.37,93.46,0.92,628.93,144.29,100
20180102,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10282.89,10317.80,10234.61,10315.43,46.06,0.45,647.43,161.74,100
20180103,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10317.19,10387.62,10303.27,10352.53,37.10,0.36,778.02,197.63,100
20180104,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10347.14,10421.00,10340.32,10417.18,64.66,0.62,687.89,182.04,100
20180105,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10437.55,10446.81,10397.89,10419.93,2.75,0.03,638.37,170.99,100
20180108,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10404.88,10448.50,10357.16,10448.16,28.23,0.27,719.63,186.50,100
20180109,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10445.85,10629.46,10424.26,10628.16,180.01,1.72,864.86,229.33,100
20180110,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10616.60,10639.90,10496.85,10569.06,-59.11,-0.56,716.61,186.49,100
20180111,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10535.99,10574.42,10508.66,10547.44,-21.62,-0.20,564.89,146.76,100
20180112,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10541.99,10598.60,10517.96,10591.26,43.82,0.42,601.54,166.91,100
20180115,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10582.85,10656.45,10470.99,10487.28,-103.98,-0.98,918.69,235.89,100
20180116,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10462.20,10647.29,10453.85,10569.39,82.11,0.78,772.99,209.78,100
20180117,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10575.40,10578.15,10450.97,10496.97,-72.42,-0.69,707.69,186.39,100
20180118,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10502.91,10576.72,10449.54,10470.33,-26.65,-0.25,570.44,153.22,100
20180119,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10459.01,10489.11,10397.65,10429.34,-40.98,-0.39,630.29,161.30,100
20180122,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10426.91,10588.58,10423.24,10587.99,158.64,1.52,624.70,171.77,100
20180123,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10592.71,10607.41,10523.75,10569.51,-18.47,-0.17,626.74,162.28,100
20180124,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10577.54,10638.00,10537.30,10631.32,61.80,0.58,858.60,207.31,100
20180125,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10619.54,10622.54,10512.76,10517.39,-113.93,-1.07,820.58,197.08,100
20180126,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10509.42,10562.47,10503.35,10531.22,13.83,0.13,703.57,175.49,100
20180129,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10510.64,10535.25,10274.78,10286.23,-244.99,-2.33,811.80,203.21,100
20180130,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10262.14,10324.60,10255.57,10283.11,-3.11,-0.03,586.91,140.91,100
20180131,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10258.77,10287.74,10188.52,10244.25,-38.86,-0.38,709.95,156.71,100
20180201,000808,中证申万医药生物指数,医药生物,CSI SWS Health Care Index,Health Care,10243.12,10269.06,9953.33,10003.86,-240.39,-2.35,879.73,190.61,100
