日期Date,指数代码Index Code,指数中文全称Index Chinese Name(Full),指数中文简称Index Chinese Name,指数英文全称Index English Name(Full),指数英文简称Index Chinese Name,开盘Open,最高High,最低Low,收盘Close,涨跌Change,涨跌幅(%)Change(%),成交量（万手）Volume(M Shares),成交金额（亿元）Turnover,样本数量ConsNumber
20200827,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10625.84,109.16,1.04,,,1148
20200828,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10850.00,224.16,2.11,,,1147
20200831,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10793.35,-56.65,-0.52,,,1147
20200901,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10868.35,75.00,0.69,,,1147
20200902,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10878.82,10.47,0.10,,,1146
20200903,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10808.09,-70.73,-0.65,,,1146
20200904,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10697.10,-110.99,-1.03,,,1146
20200907,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10414.84,-282.26,-2.64,,,1146
20200908,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10407.13,-7.71,-0.07,,,1146
20200909,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10126.19,-280.95,-2.70,,,1146
20200910,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10095.62,-30.56,-0.30,,,1144
20200911,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10262.86,167.24,1.66,,,1144
20200914,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10327.81,64.95,0.63,,,1144
20200915,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10414.33,86.52,0.84,,,1144
20200916,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10331.94,-82.39,-0.79,,,1144
20200917,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10308.68,-23.26,-0.23,,,1144
20200918,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10467.72,159.04,1.54,,,1144
20200921,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10383.84,-83.87,-0.80,,,1144
20200922,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10296.55,-87.30,-0.84,,,1144
20200923,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10388.45,91.91,0.89,,,1144
20200924,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10177.65,-210.80,-2.03,,,1141
20200925,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10184.50,6.85,0.07,,,1141
20200928,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10180.30,-4.20,-0.04,,,1141
20200929,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10258.05,77.75,0.76,,,1141
20200930,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10285.54,27.50,0.27,,,1140
20201009,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10561.70,276.16,2.68,,,
20201012,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10862.18,300.48,2.84,,,1140
20201013,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10926.22,64.04,0.59,,,1140
20201014,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10864.09,-62.13,-0.57,,,1139
20201015,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10799.69,-64.40,-0.59,,,1139
20201016,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10745.54,-54.15,-0.50,,,1139
20201019,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10628.05,-117.49,-1.09,,,1138
20201020,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10756.13,128.08,1.21,,,1138
20201021,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10682.52,-73.61,-0.68,,,1138
20201022,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10630.68,-51.84,-0.49,,,1138
20201023,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10429.63,-201.06,-1.89,,,1137
20201026,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10446.33,16.70,0.16,,,1137
20201027,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10531.89,85.56,0.82,,,1137
20201028,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10646.18,114.29,1.09,,,1137
20201029,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10741.98,95.80,0.90,,,1137
20201030,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10564.15,-177.84,-1.66,,,1137
20201102,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10663.64,99.49,0.94,,,1137
20201103,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10770.75,107.11,1.00,,,1137
20201104,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10835.58,64.83,0.60,,,1136
20201105,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11015.78,180.20,1.66,,,1135
20201106,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10935.69,-80.10,-0.73,,,1134
20201109,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11141.36,205.68,1.88,,,1134
20201110,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11037.96,-103.40,-0.93,,,1134
20201111,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10845.46,-192.51,-1.74,,,1133
20201112,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10908.23,62.77,0.58,,,1133
20201113,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10866.23,-42.00,-0.39,,,1133
20201116,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10958.69,92.46,0.85,,,1133
20201117,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10852.04,-106.64,-0.97,,,1133
20201118,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10783.41,-68.63,-0.63,,,1130
20201119,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10870.14,86.74,0.80,,,1130
20201120,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10944.76,74.61,0.69,,,1130
20201123,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11026.45,81.69,0.75,,,1129
20201124,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10990.31,-36.14,-0.33,,,1129
20201125,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10786.10,-204.21,-1.86,,,1128
20201126,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10782.55,-3.55,-0.03,,,1128
20201127,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10864.98,82.44,0.76,,,1126
20201130,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10818.52,-46.46,-0.43,,,1125
20201201,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11035.59,217.06,2.01,,,1123
20201202,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11027.40,-8.19,-0.07,,,1118
20201203,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11048.87,21.47,0.19,,,1116
20201204,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11130.37,81.50,0.74,,,1116
20201207,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11112.11,-18.25,-0.16,,,1114
20201208,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11141.44,29.33,0.26,,,1114
20201209,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11003.93,-137.51,-1.23,,,1114
20201210,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11037.12,33.19,0.30,,,1114
20201211,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10947.57,-89.55,-0.81,,,1114
20201214,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11082.44,134.87,1.23,,,1114
20201215,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11123.82,41.38,0.37,,,1114
20201216,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11157.48,33.66,0.30,,,1114
20201217,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11271.24,113.76,1.02,,,1114
20201218,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11251.55,-19.69,-0.17,,,1114
20201221,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11447.57,196.02,1.74,,,1114
20201222,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11264.46,-183.11,-1.60,,,1114
20201223,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11379.03,114.57,1.02,,,1114
20201224,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11321.50,-57.54,-0.51,,,1114
20201225,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11439.19,117.69,1.04,,,1114
20201228,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11475.15,35.96,0.31,,,1114
20201229,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11390.68,-84.47,-0.74,,,1114
20201230,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11598.25,207.56,1.82,,,1114
20201231,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11807.80,209.56,1.81,,,1114
20210104,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12053.58,245.78,2.08,,,1114
20210105,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12253.05,199.46,1.65,,,1114
20210106,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12312.82,59.77,0.49,,,1114
20210107,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12459.76,146.94,1.19,,,1114
20210108,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12375.08,-84.68,-0.68,,,1114
20210111,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12244.50,-130.58,-1.06,,,1114
20210112,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12524.14,279.64,2.28,,,1114
20210113,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12413.59,-110.54,-0.88,,,1114
20210114,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12213.39,-200.20,-1.61,,,1114
20210115,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12187.10,-26.29,-0.22,,,1114
20210118,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12355.28,168.18,1.38,,,1114
20210119,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12189.71,-165.57,-1.34,,,1114
20210120,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12410.58,220.87,1.81,,,1114
20210121,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12616.01,205.43,1.66,,,1114
20210122,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12733.10,117.09,0.93,,,1112
20210125,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12877.20,144.10,1.13,,,1112
20210126,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12565.21,-311.99,-2.42,,,1112
20210127,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12564.20,-1.01,-0.01,,,1112
20210128,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12222.65,-341.55,-2.72,,,1112
20210129,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12165.71,-56.94,-0.47,,,1112
20210201,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12307.18,141.48,1.16,,,1112
20210202,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12543.53,236.34,1.92,,,1112
20210203,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12530.97,-12.56,-0.10,,,1112
20210204,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12440.24,-90.73,-0.72,,,1112
20210205,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12418.73,-21.51,-0.17,,,1112
20210208,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12594.32,175.59,1.41,,,1112
20210209,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12861.77,267.45,2.12,,,1112
20210210,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,13111.58,249.81,1.94,,,1112
20210218,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12936.20,-175.38,-1.34,,,1112
20210219,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12908.36,-27.84,-0.22,,,1112
20210222,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12470.06,-438.31,-3.40,,,1206
20210223,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12420.35,-49.70,-0.40,,,1204
20210224,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12054.49,-365.87,-2.95,,,1204
20210225,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12049.95,-4.54,-0.04,,,1204
20210226,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11758.46,-291.48,-2.42,,,1204
20210301,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11989.94,231.48,1.97,,,1204
20210302,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11858.14,-131.79,-1.10,,,1204
20210303,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12044.05,185.90,1.57,,,1204
20210304,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11608.09,-435.96,-3.62,,,1204
20210305,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11594.96,-13.13,-0.11,,,1204
20210308,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11124.01,-470.94,-4.06,,,1204
20210309,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10857.28,-266.73,-2.40,,,1204
20210310,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10988.24,130.96,1.21,,,1204
20210311,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11264.07,275.82,2.51,,,1202
20210312,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11266.08,2.01,0.02,,,1202
20210315,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10976.77,-289.31,-2.57,,,1202
20210316,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11083.98,107.21,0.98,,,1202
20210317,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11190.52,106.54,0.96,,,1202
20210318,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11320.74,130.22,1.16,,,1202
20210319,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11067.69,-253.05,-2.24,,,1202
20210322,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11156.74,89.05,0.80,,,1202
20210323,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11037.69,-119.04,-1.07,,,1202
20210324,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10874.49,-163.20,-1.48,,,1202
20210325,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,10906.88,32.39,0.30,,,1200
20210326,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11185.70,278.82,2.56,,,1200
20210329,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11208.07,22.37,0.20,,,1200
20210330,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11333.03,124.96,1.11,,,1200
20210331,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11236.13,-96.90,-0.86,,,1200
20210401,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11424.31,188.18,1.67,,,1200
20210402,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11554.72,130.41,1.14,,,1200
20210406,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11522.32,-32.40,-0.28,,,1200
20210407,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11409.32,-113.00,-0.98,,,1200
20210408,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11470.74,61.42,0.54,,,1200
20210409,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11324.22,-146.53,-1.28,,,1200
20210412,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11107.22,-217.00,-1.92,,,1200
20210413,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11121.56,14.34,0.13,,,1200
20210414,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11265.95,144.39,1.30,,,1200
20210415,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11226.31,-39.63,-0.35,,,1200
20210416,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11267.98,41.67,0.37,,,1200
20210419,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11544.18,276.20,2.45,,,1200
20210420,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11559.51,15.33,0.13,,,1200
20210421,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11601.64,42.13,0.36,,,1198
20210422,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11631.49,29.85,0.26,,,1196
20210423,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11751.34,119.84,1.03,,,1196
20210426,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11650.36,-100.98,-0.86,,,1196
20210427,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11711.08,60.72,0.52,,,1196
20210428,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11835.24,124.16,1.06,,,1196
20210429,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11870.80,35.56,0.30,,,1196
20210430,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11837.28,-33.52,-0.28,,,1196
20210506,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11688.95,-148.32,-1.25,,,1196
20210507,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11464.29,-224.67,-1.92,,,1196
20210510,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11447.67,-16.62,-0.14,,,1196
20210511,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11482.73,35.06,0.31,,,1196
20210512,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11578.92,96.18,0.84,,,1196
20210513,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11480.36,-98.56,-0.85,,,1196
20210514,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11696.04,215.69,1.88,,,1196
20210517,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11913.94,217.90,1.86,,,1196
20210518,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11917.22,3.28,0.03,,,1196
20210519,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11922.41,5.19,0.04,,,1196
20210520,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11984.66,62.25,0.52,,,1196
20210521,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11906.13,-78.53,-0.66,,,1196
20210524,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11981.57,75.44,0.63,,,1195
20210525,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12284.72,303.15,2.53,,,1195
20210526,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12243.09,-41.63,-0.34,,,1195
20210527,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12311.42,68.33,0.56,,,1195
20210528,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12298.29,-13.13,-0.11,,,1195
20210531,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12462.08,163.79,1.33,,,1195
20210601,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12506.97,44.90,0.36,,,1195
20210602,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12379.20,-127.77,-1.02,,,1195
20210603,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12311.38,-67.82,-0.55,,,1195
20210604,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12422.56,111.17,0.90,,,1195
20210607,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12435.01,12.45,0.10,,,1195
20210608,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12276.32,-158.69,-1.28,,,1195
20210609,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12311.27,34.95,0.28,,,1195
20210610,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12457.53,146.26,1.19,,,1195
20210611,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12377.70,-79.84,-0.64,,,1195
20210615,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12295.20,-82.50,-0.67,,,
20210616,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,11996.25,-298.95,-2.43,,,1193
20210617,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12149.24,152.99,1.28,,,1193
20210618,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12249.21,99.97,0.82,,,1192
20210621,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12297.50,48.28,0.39,,,1192
20210622,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12363.13,65.63,0.53,,,1192
20210623,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12439.50,76.37,0.62,,,1192
20210624,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12404.98,-34.52,-0.28,,,1190
20210625,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12593.48,188.49,1.52,,,1190
20210628,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12682.31,88.83,0.71,,,1190
20210629,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12596.58,-85.73,-0.68,,,1190
20210630,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12722.49,125.91,1.00,,,1190
20210701,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12696.86,-25.63,-0.20,,,1190
20210702,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12368.40,-328.45,-2.59,,,1190
20210705,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12448.34,79.94,0.65,,,1190
20210706,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12370.05,-78.30,-0.63,,,1190
20210707,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12624.47,254.43,2.06,,,1190
20210708,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12564.55,-59.92,-0.47,,,1190
20210709,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12548.62,-15.94,-0.13,,,1190
20210712,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12807.04,258.43,2.06,,,1190
20210713,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12835.28,28.24,0.22,,,1190
20210714,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12710.08,-125.20,-0.98,,,1190
20210715,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12870.70,160.62,1.26,,,1190
20210716,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12695.16,-175.54,-1.36,,,1190
20210719,H11021,中证股票型基金指数,股票基金,CSI Equity Fund Index,Equity Fund,,,,12695.43,0.27,0.00,,,1190
